name,genres,year,country,producer,imdb_rating,link
Зовите меня «О»!,криминальный фильм,1968,Франция,Робер Энрико,6.1,https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%B2%D0%B8%D1%82%D0%B5_%D0%BC%D0%B5%D0%BD%D1%8F_%C2%AB%D0%9E%C2%BB!
Лани,драма,1968,Франция,Клод Шаброль,6.9,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BD%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
More,"драматический фильм,[1],[2]",1969,,Барбе Шрёдер,6.4,https://ru.wikipedia.org/wiki/More_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Люблю тебя, люблю","драма,научная фантастика",1968,Франция,Ален Рене,7.1,"https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BB%D1%8E_%D1%82%D0%B5%D0%B1%D1%8F,_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E"
Шербýрские зонтики,"мюзикл,мелодрама,драма",1957,Франция,Жак Деми,7.8,https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D1%80%D0%B1%D1%83%D1%80%D1%81%D0%BA%D0%B8%D0%B5_%D0%B7%D0%BE%D0%BD%D1%82%D0%B8%D0%BA%D0%B8
Чёрный тюльпан,фильм плаща и шпаги,1964,Франция,Кристиан-Жак,6.6,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D1%82%D1%8E%D0%BB%D1%8C%D0%BF%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Хищники,"триллер,драма",1964,Франция,Рене Клеман,7.0,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B8%D1%89%D0%BD%D0%B8%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Человек из Рио,"приключенческий фильм,кинокомедия",1964,Франция,Филипп де Брока,7.0,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA_%D0%B8%D0%B7_%D0%A0%D0%B8%D0%BE
Уикенд на берегу океана,"военный,, ,драма",1964,Франция,Анри Вернёй,6.9,https://ru.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B5%D0%BD%D0%B4_%D0%BD%D0%B0_%D0%B1%D0%B5%D1%80%D0%B5%D0%B3%D1%83_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD%D0%B0
Сто тысяч долларов на солнце,"приключенческий фильм,боевик,комедия",1964,Франция,Анри Вернёй,7.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE_%D1%82%D1%8B%D1%81%D1%8F%D1%87_%D0%B4%D0%BE%D0%BB%D0%BB%D0%B0%D1%80%D0%BE%D0%B2_%D0%BD%D0%B0_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B5
Сирано и д’Артаньян,приключенческий фильм,1964,,Абель Ганс,6.2,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B0%D0%BD%D0%BE_%D0%B8_%D0%B4%E2%80%99%D0%90%D1%80%D1%82%D0%B0%D0%BD%D1%8C%D1%8F%D0%BD
Среди коршунов,"вестерн,, экранизация",1964,Югославия,Альфред Форер,5.9,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%B8_%D0%BA%D0%BE%D1%80%D1%88%D1%83%D0%BD%D0%BE%D0%B2
Фантомас,"комедия,детектив",1964,Франция,Андре Юнебель,6.9,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BD%D1%82%D0%BE%D0%BC%D0%B0%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Поезд,"военная, ,драма, / ,триллер",1964,США,Джон Франкенхаймер,7.8,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B5%D0%B7%D0%B4_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Охота на мужчину,комедия,1964,Франция,Эдуар Молинаро,6.3,https://ru.wikipedia.org/wiki/%D0%9E%D1%85%D0%BE%D1%82%D0%B0_%D0%BD%D0%B0_%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D1%83_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Непокорённый,драма,1964,Франция,Ален Кавалье,7.0,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BF%D0%BE%D0%BA%D0%BE%D1%80%D1%91%D0%BD%D0%BD%D1%8B%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Посторонние,"драма,криминальный фильм",1964,Франция,Жан-Люк Годар,7.6,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%BD%D0%BD%D0%B8%D0%B5
Особенная дружба,драма,1964,Франция,Жан Деланнуа,7.7,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BE%D0%B1%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B4%D1%80%D1%83%D0%B6%D0%B1%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Надя в Париже,документальный фильм,1964,Франция,Эрик Ромер,6.7,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D1%8F_%D0%B2_%D0%9F%D0%B0%D1%80%D0%B8%D0%B6%D0%B5
Дрейф,драма,1964,Франция,Пола Дельсоль,6.8,"https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B9%D1%84_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Нежная кожа,драма,1964,Франция,Франсуа Трюффо,7.5,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B6%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BE%D0%B6%D0%B0
Дневник горничной,драма,1964,Франция,Луис Бунюэль,7.4,"https://ru.wikipedia.org/wiki/%D0%94%D0%BD%D0%B5%D0%B2%D0%BD%D0%B8%D0%BA_%D0%B3%D0%BE%D1%80%D0%BD%D0%B8%D1%87%D0%BD%D0%BE%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Месьё,комедия,1964,Франция,Жан-Поль Ле Шануа,6.6,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D1%8C%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Красная пустыня,драма,1964,Италия,Микеланджело Антониони,7.5,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BF%D1%83%D1%81%D1%82%D1%8B%D0%BD%D1%8F
Евангелие от Матфея,драма,1964,Италия,Пьер Паоло Пазолини,7.6,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%B5_%D0%BE%D1%82_%D0%9C%D0%B0%D1%82%D1%84%D0%B5%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Жандарм из Сен-Тропе,комедия,1964,Франция,Жан Жиро,7.1,https://ru.wikipedia.org/wiki/%D0%96%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D0%BC_%D0%B8%D0%B7_%D0%A1%D0%B5%D0%BD-%D0%A2%D1%80%D0%BE%D0%BF%D0%B5
Игра в ящик,"комедия,;,мелодрама",1964,Франция,Жорж Лотнер,5.8,https://ru.wikipedia.org/wiki/%D0%98%D0%B3%D1%80%D0%B0_%D0%B2_%D1%8F%D1%89%D0%B8%D0%BA
Брак по-итальянски,"комедия,драма,мелодрама",1964,Италия,Витторио де Сика,7.4,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%BA_%D0%BF%D0%BE-%D0%B8%D1%82%D0%B0%D0%BB%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%B8
Барбузы – секретные агенты,"кинокомедия, ,пародия, на ,шпионский детектив",1964,Франция,Жорж Лотнер,6.8,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D1%83%D0%B7%D1%8B_%E2%80%94_%D1%81%D0%B5%D0%BA%D1%80%D0%B5%D1%82%D0%BD%D1%8B%D0%B5_%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%8B
Высшая неверность,комедийный фильм,1964,Франция,Марио Моничелли,6.4,https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%81%D1%88%D0%B0%D1%8F_%D0%BD%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%BE%D1%81%D1%82%D1%8C
Антисекс,драма,1964,Италия,Ренато Кастеллани,6.5,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%81%D0%B5%D0%BA%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Анжелика — маркиза ангелов,"экранизация,приключенческий фильм,мелодрама",1964,Франция,Бернар Бордери,6.7,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B6%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0_%E2%80%94_%D0%BC%D0%B0%D1%80%D0%BA%D0%B8%D0%B7%D0%B0_%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%BE%D0%B2
Взорвите банк,комедия,1964,Франция,Жан Жиро,6.7,https://ru.wikipedia.org/wiki/%D0%92%D0%B7%D0%BE%D1%80%D0%B2%D0%B8%D1%82%D0%B5_%D0%B1%D0%B0%D0%BD%D0%BA
Барбарелла,"научно-фантастический фильм, комедия, эротика,[1]",1968,Франция,Роже Вадим,5.8,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B0%D1%80%D0%B5%D0%BB%D0%BB%D0%B0
13 дней во Франции,"документальный фильм,спортивный фильм",1968,Франция,Клод Лелуш,6.7,https://ru.wikipedia.org/wiki/13_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%B2%D0%BE_%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D0%B8
"Бенжамен, или дневник девственника",комедия,1968,Франция,Мишель Девиль,6.4,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%B6%D0%B0%D0%BC%D0%B5%D0%BD,_%D0%B8%D0%BB%D0%B8_%D0%94%D0%BD%D0%B5%D0%B2%D0%BD%D0%B8%D0%BA_%D0%B4%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B0"
День совы,"криминальный триллер,[d],драматический фильм",1968,Италия,Дамиано Дамиани,7.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BD%D1%8C_%D1%81%D0%BE%D0%B2%D1%8B
Сюжет для небольшого рассказа,"фильм-биография,драма",1969,СССР,Сергей Юткевич,6.7,https://ru.wikipedia.org/wiki/%D0%A1%D1%8E%D0%B6%D0%B5%D1%82_%D0%B4%D0%BB%D1%8F_%D0%BD%D0%B5%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D1%81%D1%81%D0%BA%D0%B0%D0%B7%D0%B0
Четвёртая стена,драма,1969,Италия,Адриано Больцони,6.0,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%82%D0%B2%D1%91%D1%80%D1%82%D0%B0%D1%8F_%D1%81%D1%82%D0%B5%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Возвращение Монте-Кристо,"приключенческий фильм,[1],драматический фильм",1968,Франция,Андре Юнебель,5.5,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%B2%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9C%D0%BE%D0%BD%D1%82%D0%B5-%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE
Верёвка и кольт,вестерн,1968,Франция,Робер Оссейн,6.7,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%91%D0%B2%D0%BA%D0%B0_%D0%B8_%D0%BA%D0%BE%D0%BB%D1%8C%D1%82
Сицилийский клан,"криминальный фильм,драма",1969,Франция,Анри Вернёй,7.4,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%86%D0%B8%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BB%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Слоган,"драматический фильм,романтический фильм",1969,Франция,Пьер Гримбла,5.8,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B3%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Супермозг,"комедия, криминал",1969,Франция,Жерар Ури,6.8,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%BC%D0%BE%D0%B7%D0%B3
Сирена с «Миссисипи»,"криминальный фильм,драма,мелодрама",1969,Франция,Франсуа Трюффо,6.9,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B5%D0%BD%D0%B0_%D1%81_%C2%AB%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D1%81%D0%B8%D0%BF%D0%B8%C2%BB
Ночь у Мод,драма,1969,Франция,Эрик Ромер,7.8,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D1%83_%D0%9C%D0%BE%D0%B4
Один из тринадцати,комедия,1969,Италия,Николас Гесснер,5.8,https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%B8%D0%BD_%D0%B8%D0%B7_%D1%82%D1%80%D0%B8%D0%BD%D0%B0%D0%B4%D1%86%D0%B0%D1%82%D0%B8
Похититель преступлений,драма,1969,Франция,Надин Трентиньян,5.8,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%B8%D1%82%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%BF%D1%80%D0%B5%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9
Рождественская ёлка,драма,1969,Франция,Теренс Янг,6.3,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%91%D0%BB%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Незнакомцы,"драма,триллер",1966,Франция,Жан-Пьер Десанья,6.4,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%BC%D1%86%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
«Неверная жена»,"криминальный фильм,драма",1969,Франция,Клод Шаброль,7.4,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%B6%D0%B5%D0%BD%D0%B0
"Мужчина, который мне нравится","комедия, / ,драма",1969,Франция,Клод Лелуш,6.4,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D0%B0,_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D0%B9_%D0%BC%D0%BD%D0%B5_%D0%BD%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D1%81%D1%8F"
Кроткая,"драма, экранизация",1969,Франция,Робер Брессон,7.4,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D1%82%D0%BA%D0%B0%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Дзета,"политический ,детектив",1969,Франция,Коста-Гаврас,8.2,https://ru.wikipedia.org/wiki/%D0%94%D0%B7%D0%B5%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Млечный путь,притча,1969,Франция,Луис Бунюэль,7.4,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BB%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%9F%D1%83%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Замороженный,комедия,1969,Франция,Эдуар Молинаро,6.6,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BC%D0%BE%D1%80%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9
Мой дядя Бенжамен,комедия,1969,Франция,Эдуар Молинаро,6.7,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B9_%D0%B4%D1%8F%D0%B4%D1%8F_%D0%91%D0%B5%D0%BD%D0%B6%D0%B0%D0%BC%D0%B5%D0%BD
Лестница,комедия,1969,США,Стэнли Донен,5.3,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D1%82%D0%BD%D0%B8%D1%86%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Любовь и ярость,драма,1968,Италия,Карло Лидзани,5.8,"https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_%D0%B8_%D1%8F%D1%80%D0%BE%D1%81%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Муж желаний,драматический фильм,1969,Франция,Доминик Делуш,6.3,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B6_%D0%B6%D0%B5%D0%BB%D0%B0%D0%BD%D0%B8%D0%B9
Время жить,драма,1969,Франция,Бернар Поль,6.3,"https://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%B5%D0%BC%D1%8F_%D0%B6%D0%B8%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Человек-оркестр,комедия,1970,Франция,Серж Корбер,6.2,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-%D0%BE%D1%80%D0%BA%D0%B5%D1%81%D1%82%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1970)"
Я её хорошо знал,комедийная драма,1965,Франция,Антонио Пиетранджелли,7.6,https://ru.wikipedia.org/wiki/%D0%AF_%D0%B5%D1%91_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE_%D0%B7%D0%BD%D0%B0%D0%BB
Out 1: не прикасайся ко мне,драматический фильм,1971,Франция,Жак Риветт,7.5,https://ru.wikipedia.org/wiki/Out_1
Армия теней,"драма,военный фильм",1943,,Жан-Пьер Мельвиль,8.1,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BC%D0%B8%D1%8F_%D1%82%D0%B5%D0%BD%D0%B5%D0%B9
Хижина дяди Тома,драма,1965,Франция,Геза фон Радваньи,6.3,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B8%D0%B6%D0%B8%D0%BD%D0%B0_%D0%B4%D1%8F%D0%B4%D0%B8_%D0%A2%D0%BE%D0%BC%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1965)"
Фальстаф,"драма,, ,комедия",1965,Испания,Орсон Уэллс,7.6,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BB%D1%8C%D1%81%D1%82%D0%B0%D1%84_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Разиня,комедия,1965,Франция,Жерар Ури,7.3,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B8%D0%BD%D1%8F
Фантомас разбушевался,"комедия,детектив",1965,Франция,Андре Юнебель,6.8,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BD%D1%82%D0%BE%D0%BC%D0%B0%D1%81_%D1%80%D0%B0%D0%B7%D0%B1%D1%83%D1%88%D0%B5%D0%B2%D0%B0%D0%BB%D1%81%D1%8F
Праздники любви,комедия,1965,Франция,Рене Клер,5.9,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B8_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8
Солдатские девки,драма,1965,Италия,Валерио Дзурлини,7.4,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%B4%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D0%B4%D0%B5%D0%B2%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Счастье,драма,1965,Франция,Аньес Варда,7.6,"https://ru.wikipedia.org/wiki/%D0%A1%D1%87%D0%B0%D1%81%D1%82%D1%8C%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1965)"
Три комнаты на Манхэттене,драма,1965,Франция,Марсель Карне,6.5,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8_%D0%BA%D0%BE%D0%BC%D0%BD%D0%B0%D1%82%D1%8B_%D0%BD%D0%B0_%D0%9C%D0%B0%D0%BD%D1%85%D1%8D%D1%82%D1%82%D0%B5%D0%BD%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Третья молодость,мелодрама,1965,СССР,Жан Древиль,6.1,"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D1%81%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1965)"
Убийца в спальном вагоне,детектив,1965,Франция,Коста-Гаврас,7.2,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%86%D0%B0_%D0%B2_%D1%81%D0%BF%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC_%D0%B2%D0%B0%D0%B3%D0%BE%D0%BD%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Пиковая дама,"драма, экранизация",1965,Франция,Леонард Кейгель,5.6,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B0%D0%BC%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1965)"
Оружие для революции,"криминальный фильм,[1]",1965,Франция,Клод Соте,6.6,https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D1%83%D0%B6%D0%B8%D0%B5_%D0%B4%D0%BB%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%B8
"Что нового, киска?",эксцентрическая комедия,1965,Франция,Клайв Доннер,6.1,"https://ru.wikipedia.org/wiki/%D0%A7%D1%82%D0%BE_%D0%BD%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE,_%D0%BA%D0%B8%D1%81%D0%BA%D0%B0%3F"
Лужёные глотки,"драма,экшен,вестерн",1965,Франция,Робер Энрико,6.9,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B6%D1%91%D0%BD%D1%8B%D0%B5_%D0%B3%D0%BB%D0%BE%D1%82%D0%BA%D0%B8
Мари Шанталь против доктора Ха,"Шпионский, ,триллер,, ,Комедия",1965,,Клод Шаброль,5.3,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%B8_%D0%A8%D0%B0%D0%BD%D1%82%D0%B0%D0%BB%D1%8C_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D0%B0_%D0%A5%D0%B0
Куколки,комедийный фильм,1964,Италия,Мауро Болоньини,6.1,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BA%D0%BE%D0%BB%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Злоключения китайца в Китае,"приключенческая, ,комедия",1965,Франция,Филипп де Брока,6.3,https://ru.wikipedia.org/wiki/%D0%97%D0%BB%D0%BE%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BA%D0%B8%D1%82%D0%B0%D0%B9%D1%86%D0%B0_%D0%B2_%D0%9A%D0%B8%D1%82%D0%B0%D0%B5
Кутилы,комедия,1946,Франция,Жиль Гранжье,6.3,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%82%D0%B8%D0%BB%D1%8B
Жандарм в Нью-Йорке,комедия,1965,Франция,Жан Жиро,6.4,https://ru.wikipedia.org/wiki/%D0%96%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D0%BC_%D0%B2_%D0%9D%D1%8C%D1%8E-%D0%99%D0%BE%D1%80%D0%BA%D0%B5
"Вива, Мария!","комедийный, ,боевик",1907,Франция,Луи Маль,6.3,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F!"
Гром небесный,"Кинокомедия,, ,мелодрама",1965,Франция,Дени де Ла Пательер,6.6,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%BE%D0%BC_%D0%BD%D0%B5%D0%B1%D0%B5%D1%81%D0%BD%D1%8B%D0%B9
Десятая жертва,"фантастика,боевик,триллер,комедия",1965,Италия,Элио Петри,6.6,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%81%D1%8F%D1%82%D0%B0%D1%8F_%D0%B6%D0%B5%D1%80%D1%82%D0%B2%D0%B0
Джентльмен из Кокоди,приключенческий фильм,1965,Франция,Кристиан-Жак,5.4,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B5%D0%BD%D1%82%D0%BB%D1%8C%D0%BC%D0%B5%D0%BD_%D0%B8%D0%B7_%D0%9A%D0%BE%D0%BA%D0%BE%D0%B4%D0%B8
Альфавиль,"антиутопический, ,неонуар",1965,Италия,Жан-Люк Годар,7.0,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C
Холодный пот,"боевик,криминальный фильм,драма,триллер",1970,Франция,Теренс Янг,5.7,"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BE%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1970)"
Бассейн,детектив,1969,Франция,Жак Дере,7.1,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%81%D1%81%D0%B5%D0%B9%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1969)"
Безумный Пьеро,"комедия,детективный фильм,драма",1965,Франция,Жан-Люк Годар,7.4,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D0%9F%D1%8C%D0%B5%D1%80%D0%BE
Тристана,драма,1970,Испания,Луис Бунюэль,7.4,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0
Точка падения,драма,1970,Франция,Робер Оссейн,6.3,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%87%D0%BA%D0%B0_%D0%BF%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F
Семейный очаг,"комедия, / ,драма",1970,Франция,Франсуа Трюффо,7.4,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D0%B5%D0%B9%D0%BD%D1%8B%D0%B9_%D0%BE%D1%87%D0%B0%D0%B3
